favorite_count,retweet_count,tweet_id
7032,1782,771014301343748096
5749,1626,770772759874076672
8130,2013,770655142660169732
6923,1718,770293558247038976
8385,2651,770069151037685760
7101,1926,769695466921623552
5980,1969,769212283578875904
0,3129,768909767477751808
4580,1382,768609597686943744
0,6719,768554158521745409
12157,4080,768193404517830656
17814,6221,767754930266464257
13643,4406,767191397493538821
0,6521,766864461642756096
2872,438,766714921925144576
6671,1825,766423258543644672
0,2970,766078092750233600
4149,571,766008592277377025
5760,1407,765669560888528897
7842,2475,765371061932261376
7099,2029,764857477905154048
812,61,763956972077010945
6004,1702,763183847194451968
8163,2602,763103485927849985
12571,7612,762471784394268675
5350,1298,762316489655476224
5992,2310,761976711479193600
4707,979,761745352076779520
4578,1336,761599872357261312
5792,1669,761334018830917632
5908,1775,761227390836215808
4228,1104,760893934457552897
5485,1481,760641137271070720
4681,1608,760521673607086080
4338,995,760252756032651264
0,38,760153949710192640
16284,6521,759923798737051648
6620,2173,759793422261743616
5202,1341,759557299618865152
1846,561,759446261539934208
0,1359,759159934323924993
7227,2302,759047813560868866
12376,4376,758828659922702336
4227,1132,758474966123810816
5756,2204,758405701903519748
21302,11550,758099635764359168
7613,3710,757741869644341248
5022,1391,757725642876129280
0,336,757597904299253760
16743,7759,757400162377592832
4995,1637,757354760399941633
7342,2295,756939218950160384
11506,4169,756526248105566208
28519,15071,756288534030475264
8092,3285,755955933503782912
23446,12621,755110668769038337
7616,2870,754856583969079297
5852,2220,754482103782404096
8655,2670,754120377874386944
6458,2492,753655901052166144
6384,2186,753398408988139520
0,6620,753298634498793472
41080,24013,753039830821511168
13970,7798,752932432744185856
0,3291,752701944171524096
4878,1794,752660715232722944
8157,3917,752519690950500352
0,18963,752309394570878976
3415,1060,751950017322246144
6428,2227,751830394383790080
8699,3440,751598357617971201
5547,1445,751538714308972544
13791,6695,751251247299190784
5610,1480,751132876104687617
14621,5747,750719632563142656
14569,4947,750429297815552001
758,39,750381685133418496
3990,1440,750132105863102464
3344,959,750101899009982464
8653,3802,750071704093859840
3502,703,750041628174217216
3568,1035,750011400160841729
5569,2772,749981277374128128
6721,1904,749417653287129088
9488,3951,749395845976588288
6353,2360,749075273010798592
3425,896,749036806121881602
6461,2564,748932637671223296
5213,1814,748699167502000129
6696,2272,748575535303884801
5735,1413,748346686624440324
4078,867,748324050481647620
15549,8825,748220828303695873
7310,2894,747933425676525569
3084,851,747844099428986880
1520,179,747651430853525504
2545,619,747600769478692864
6110,1803,747512671126323200
5965,2184,747439450712596480
5792,1791,747219827526344708
10534,4548,747103485104099331
6593,2429,746872823977771008
5345,1806,746790600704425984
6648,2037,746726898085036033
0,1110,746521445350707200
6637,1854,746369468511756288
3904,931,746056683365994496
7652,2636,745712589599014916
9412,2768,745422732645535745
8605,3976,745074613265149952
3277,716,744995568523612160
6150,1771,744709971296780288
131075,79515,744234799360020481
4551,1231,743980027717509120
0,2387,743835915802583040
20275,7445,743595368194129920
8671,4185,743510151680958465
6792,2164,743222593470234624
7744,4011,742534281772302336
7916,4382,742465774154047488
7457,2266,742385895052087300
5661,1783,742150209887731712
8945,3144,741743634094141440
9631,3650,741303864243200000
10342,3520,741067306818797568
3736,1062,740711788199743490
19881,7724,740676976021798912
2727,495,740365076218183684
7335,2220,740214038584557568
4443,1217,739932936087216128
4185,1547,739623569819336705
43694,24319,739544079319588864
75163,52360,739238157791694849
4127,1283,738885046782832640
5575,1759,738537504001953792
4727,1360,738184450748633089
2768,748,738156290900254721
10943,3904,737800304142471168
11302,5048,737445876994609152
16040,8329,737310737551491075
19450,8407,736392552031657984
8901,3115,736225175608430592
3934,1283,735991953473572864
6776,2659,735635087207878657
3675,993,735256018284875776
2993,572,734912297295085568
2742,608,734776360183431168
3926,881,733828123016450049
3438,1065,733482008106668032
44619,17621,733109485275860992
3855,1003,732726085725589504
8832,2838,732375214819057664
3798,1090,731285275100512256
6682,2234,730924654643314689
3809,1176,730427201120833536
5339,2172,730196704625098752
1856,431,729838605770891264
6340,2586,729463711119904772
3460,917,728986383096946689
3032,757,728751179681943552
5383,2269,728409960103686147
4722,1328,728046963732717569
4479,1219,728015554473250816
6431,1962,727644517743104000
3623,834,727314416056803329
4209,1540,727175381690781696
7496,2738,726935089318363137
3882,1124,726828223124897792
7691,2970,725842289046749185
5646,2009,725729321944506368
4040,1462,724983749226668032
5800,1847,724405726123311104
2901,620,724046343203856385
4236,1374,723912936180330496
3291,1011,723673163800948736
4493,1764,722974582966214656
5086,2124,721503162398597120
3400,866,720785406564900865
4503,1681,720415127506415616
3131,1098,720340705894408192
5332,2253,720043174954147842
4974,1645,719704490224398336
3022,827,719367763014393856
3711,1078,719332531645071360
5720,1973,718939241951195136
2669,542,718613305783398402
2846,602,718460005985447936
2115,565,718246886998687744
2660,670,717841801130979328
6281,2069,717537687239008257
3446,945,717421804990701568
3583,1102,717009362452090881
5204,1474,716791146589110272
14327,6643,716447146686459905
3041,1225,716285507865542656
3485,987,715928423106027520
5093,1920,715733265223708672
4257,1454,715696743237730304
5955,1772,715360349751484417
2630,736,715220193576927233
4550,1392,715009755312439296
8028,4816,714962719905021952
3571,1122,714631576617938945
2962,1313,714485234495041536
3570,940,714251586676113411
4673,1569,714141408463036416
2078,616,713909862279876608
5308,1541,713761197720473600
7854,3183,713177543487135744
20378,7602,712809025985978368
4531,1367,712668654853337088
269,26,712309440758808576
3211,1016,712092745624633345
2451,700,712065007010385924
8776,2601,711968124745228288
9756,4653,711732680602345472
4228,1037,711652651650457602
3596,819,711306686208872448
4960,1561,710997087345876993
2937,606,710833117892898816
5227,2624,710609963652087808
2574,833,710296729921429505
4945,1425,710272297844797440
3153,1006,710153181850935296
5999,2233,710117014656950272
732,112,709901256215666688
3865,1367,709566166965075968
1620,277,709519240576036864
2855,788,709409458133323776
13755,6567,709207347839836162
2213,763,709179584944730112
5197,1864,709042156699303936
3226,1015,708845821941387268
18036,7848,708810915978854401
2790,834,708711088997666817
3357,926,708469915515297792
3929,1520,708356463048204288
4672,1727,708149363256774660
2937,1102,708119489313951744
4799,2166,708026248782585858
52,2,707983188426153984
3593,1079,707776935007539200
4495,2785,707738799544082433
2834,997,707629649552134146
2499,789,707420581654872064
3835,1490,707387676719185920
2698,727,707315916783140866
2796,759,707059547140169728
4433,1540,707021089608753152
15961,8830,706904523814649856
3627,1103,706681918348251136
2363,718,706593038911545345
3404,1150,706516534877929472
23443,9034,706310011488698368
2979,1030,706265994973601792
5636,1819,706166467411222528
3397,842,705975130514706432
2597,643,705898680587526145
3475,1308,705591895322394625
4877,1859,705442520700944385
3290,854,705239209544720384
2342,585,705102439679201280
4585,1245,704871453724954624
5594,1727,704847917308362754
7283,3257,704761120771465216
840,97,704491224099647488
8804,3999,704364645503647744
1653,519,704134088924532736
3201,1028,704054845121142784
3621,1276,703769065844768768
4229,1709,703611486317502464
2685,786,703407252292673536
2085,429,703356393781329922
8064,3494,703079050210877440
2825,811,702932127499816960
3516,1215,702684942141153280
11332,3712,702598099714314240
3491,1755,702332542343577600
2706,860,702276748847800320
3755,1106,701981390485725185
3905,1558,701889187134500865
2299,523,701601587219795968
2902,680,701545186879471618
2437,653,700890391244103680
2637,558,700847567345688576
25130,10673,700747788515020802
2487,646,700505138482569216
2903,836,700167517596164096
8282,3129,700143752053182464
2262,661,700029284593901568
3345,1088,699801817392291840
3039,1397,699779630832685056
11252,5174,699691744225525762
2384,577,699434518667751424
2258,688,699413908797464576
3466,983,699323444782047232
2677,745,699079609774645248
4173,2059,699060279947165696
3701,1113,698989035503689728
2787,699,698907974262222848
1608,425,698703483621523456
2536,704,698549713696649216
2485,1074,698342080612007937
18408,6750,698195409219559425
1665,372,697995514407682048
2638,776,697943111201378304
1909,614,697630435728322560
3306,1425,697596423848730625
2281,1282,697516214579523584
3748,1552,697463031882764288
3611,1136,697259378236399616
2753,751,697242256848379904
2594,758,696894894812565505
2689,802,696877980375769088
2293,1069,696744641916489729
4274,1887,696518437233913856
2788,1166,696488710901260288
2125,750,696100768806522880
3490,880,695794761660297217
5020,2377,695629776980148225
9460,4017,695409464418041856
2888,684,695095422348574720
1771,685,695064344191721472
2965,1043,694925794720792577
26068,13517,694669722378485760
2244,700,694352839993344000
2203,569,694329668942569472
3236,1040,694183373896572928
2044,457,693993230313091072
2961,673,693647888581312512
2790,472,693642232151285760
1691,422,693622659251335168
1802,292,693582294167244802
3669,1403,693280720173801472
2459,568,693262851218264065
8668,3622,693155686491000832
2056,523,693095443459342336
2683,998,692905862751522816
2511,910,692894228850999298
7496,4124,692752401762250755
3504,1529,692535307825213440
1618,265,692423280028966913
2768,929,692187005137076224
1798,438,692142790915014657
3153,1081,692017291282812928
8910,4732,691793053716221953
2116,577,691675652215414786
4449,1294,691459709405118465
21253,8689,691416866452082688
3253,1019,691096613310316544
6513,3282,690989312272396288
4536,2245,690938899477221376
4134,1442,690735892932222976
2547,898,690690673629138944
313,19,690607260360429569
2041,509,690400367696297985
2925,1006,690360449368465409
1845,477,690248561355657216
2740,836,690015576308211712
1561,424,689999384604450816
1490,502,689977555533848577
3323,1344,689877686181715968
3501,1052,689661964914655233
2467,748,689623661272240129
2257,519,689557536375177216
2476,1056,689289219123089408
2197,819,689280876073582592
2805,1212,689255633275777024
2232,579,689143371370250240
2310,874,688908934925697024
2462,792,688894073864884227
1043,227,688804835492233216
2862,789,688547210804498433
10180,5035,688385280030670848
2328,669,688179443353796608
1878,408,688064179421470721
2989,1292,687826841265172480
2625,801,687807801670897665
2660,950,687704180304273409
2104,654,687494652870668288
2187,619,687476254459715584
2081,702,687399393394311168
4777,2146,687312378585812992
2371,577,687124485711986689
2571,1124,687102708889812993
9433,3582,686947101016735744
3812,1666,686749460672679938
3072,912,686683045143953408
2071,607,686606069955735556
3553,996,686386521809772549
2398,776,686358356425093120
2420,836,686050296934563840
3424,1324,686034024800862208
2009,735,686003207160610816
1801,696,685943807276412928
2069,140,685681090388975616
3557,1656,685663452032069632
35052,17465,685547936038666240
10471,4535,685325112850124800
3676,1234,685315239903100929
3419,1371,685268753634967552
4489,1620,685169283572338688
7004,3487,684959798585110529
3849,552,684926975086034944
2053,605,684902183876321280
38551,24514,684830982659280897
9843,4016,684594889858887680
3312,1418,684567543613382656
4249,1320,684481074559381504
8999,3727,684241637099323392
4225,1563,684222868335505415
2108,595,684195085588783105
2215,764,684177701129875456
2176,539,684122891630342144
4163,1262,683857920510050305
2896,1116,683849932751646720
3053,1195,683828599284170753
7162,3781,683742671509258241
3469,1095,683498322573824003
2676,761,683462770029932544
8356,2702,683391852557561860
3162,1173,683142553609318400
2361,736,683098815881154561
2370,832,683030066213818368
1953,210,682808988178739200
1674,494,682750546109968385
3326,1207,682662431982772225
3769,1320,682429480204398592
2441,773,682393905736888321
3389,1135,682303737705140231
3566,1341,682242692827447297
5442,1915,682059653698686977
7223,2294,682032003584274432
3043,1161,681981167097122816
14010,4581,681694085539872773
2903,1045,681654059175129088
3893,1489,681579835668455424
1803,313,681340665377193984
2918,863,681320187870711809
3490,1091,681297372102656000
1597,308,681261549936340994
2629,540,681231109724700672
2665,749,680970795137544192
3544,1225,680940246314430465
2609,705,680913438424612864
3766,1513,680836378243002368
2600,925,680801747103793152
2906,816,680609293079592961
4639,2162,680497766108381184
2778,844,680473011644985345
1598,329,680221482581123072
2356,577,680191257256136705
2538,828,680161097740095489
2519,1078,680130881361686529
3891,1554,680100725817409536
2818,994,680070545539371008
2155,726,679877062409191424
2678,706,679862121895714818
2593,887,679844490799091713
3390,1281,679777920601223168
2367,937,679729593985699840
5208,2347,679530280114372609
3711,1461,679511351870550016
2304,728,679475951516934144
2594,1364,679405845277462528
3028,1163,679148763231985668
6514,2893,679111216690831360
2460,781,679047485189439488
2537,1333,678991772295516161
2810,1018,678800283649069056
3037,1043,678774928607469569
1788,544,678764513869611008
4099,1926,678740035362037760
3155,1680,678675843183484930
4358,1785,678446151570427904
4640,2072,678410210315247616
1731,478,678396796259975168
2655,1020,678380236862578688
1427,304,678334497360859136
1726,418,678255464182861824
15018,7148,678021115718029313
1476,463,677918531514703872
3323,1104,677716515794329600
1332,363,677698403548192770
3603,1677,677673981332312066
2040,886,677644091929329666
1409,513,677565715327688705
7568,4076,677547928504967168
3328,2017,677335745548390400
1189,265,677331501395156992
1799,611,677314812125323265
2164,790,677269281705472000
2981,1033,677187300187611136
2395,907,676957860086095872
2354,980,676948236477857792
2261,855,676942428000112642
3231,2002,676916996760600576
2294,808,676864501615042560
1957,741,676819651066732545
5405,2249,676776431406465024
1183,219,676613908052996102
1280,440,676603393314578432
1001,142,676590572941893632
1310,312,676582956622721024
2025,621,676533798876651520
12616,5224,676470639084101634
1526,385,676430933382295552
1335,331,676237365392908289
1881,661,676215927814406144
2077,744,676146341966438401
3042,1284,676101918813499392
1431,483,676089483918516224
2297,976,675891555769696257
4531,1570,675878199931371520
2927,1460,675853064436391936
2477,1000,675845657354215424
1140,260,675820929667219457
1750,537,675781562965868544
2046,928,675710890956750848
693,106,675706639471788032
1276,428,675531475945709568
1414,507,675517828909424640
3397,1443,675497103322386432
1985,1081,675483430902214656
1838,563,675372240448454658
35178,18963,675354435921575936
3007,1436,675334060156301312
6072,2734,675153376133427200
1026,273,675147105808306176
2305,1011,675145476954566656
2120,877,675113801096802304
3006,1259,675109292475830276
2918,1335,675015141583413248
1672,517,675003128568291329
934,391,674805413498527744
2697,1225,674793399141146624
871,230,674788554665512960
1213,532,674774481756377088
852,263,674764817387900928
1580,516,674752233200820224
527,55,674742531037511680
693,103,674737130913071104
1751,729,674670581682434048
1533,557,674646392044941312
1806,650,674638615994089473
1013,115,674606911342424069
1137,393,674447403907457024
1536,592,674422304705744896
1289,515,674410619106390016
931,346,674372068062928900
1516,570,674318007229923329
15817,6533,674291837063053312
961,255,674269164442398721
1391,498,674262580978937856
804,186,674082852460433408
6769,2450,674063288070742018
1564,530,674051556661161984
772,142,674042553264685056
906,240,674036086168010753
1208,340,674019345211760640
1297,393,674008982932058114
1251,401,673919437611909120
994,274,673887867907739649
3815,2303,673715861853720576
908,306,673709992831262724
1177,434,673707060090052608
1532,638,673700254269775872
1855,700,673689733134946305
1544,479,673686845050527744
1339,397,673662677122719744
1194,404,673636718965334016
1273,403,673583129559498752
1482,613,673576835670777856
1558,728,673359818736984064
1761,597,673352124999274496
2700,1422,673345638550134785
1362,649,673342308415348736
924,293,673317986296586240
1134,400,673270968295534593
2410,929,673213039743795200
2092,786,672997845381865473
1039,314,672988786805112832
1930,1079,672980819271634944
1019,391,672970152493887488
1530,701,672964561327235073
944,459,672898206762672129
1096,405,672877615439593473
1343,533,672828477930868736
1377,542,672622327801233409
1180,424,672609152938721280
1411,661,672594978741354496
782,207,672591271085670400
696,189,672523490734551040
1221,665,672482722825261057
1529,770,672475084225949696
6888,3677,672272411274932228
1212,383,672264251789176834
1515,800,672254177670729728
733,169,672245253877968896
1956,1089,672231046314901505
2414,1270,672205392827572224
918,395,672160042234327040
2578,1253,672125275208069120
1003,402,672082170312290304
9016,4519,671896809300709376
3693,1488,671882082306625538
1330,601,671874878652489728
977,502,671855973984772097
1269,572,671768281401958400
1430,841,671744970634719232
1534,819,671735591348891648
13679,7931,671561002136281088
1444,658,671547767500775424
1166,616,671542985629241344
1253,441,671536543010570240
896,280,671528761649688577
1010,319,671518598289059840
7495,3866,671504605491109889
1073,516,671488513339211776
806,253,671485057807351808
1193,325,671362598324076544
508,119,671355857343524864
788,241,671186162933985280
931,390,671166507850801152
401,89,671159727754231808
714,166,671151324042559489
1246,713,671141549288370177
796,212,671134062904504320
1436,842,671115716440031232
1175,317,670995969505435648
634,213,670840546554966016
474,135,670833812859932673
5961,4485,670826280409919488
647,105,670822709593571328
1202,295,670811965569282048
2098,1035,670804601705242624
780,262,670797304698376195
700,255,670789397210615808
872,431,670783437142401025
831,317,670780561024270336
1154,466,670764103623966721
1030,558,670733412878163972
1301,547,670717338665226240
632,266,670691627984359425
267,45,670676092097810432
1635,835,670474236058800128
1048,608,670465786746662913
1264,729,670449342516494336
690,213,670442337873600512
1501,708,670434127938719744
1484,694,670428280563085312
1415,709,670421925039075328
604,350,670417414769758208
600,249,670408998013820928
593,234,670385711116361728
344,71,670361874861563904
4110,1359,670319130621435904
750,315,670290420111441920
740,275,670086499208155136
1674,874,670073503555706880
822,373,670061506722140161
684,191,670046952931721218
625,306,670037189829525505
344,92,669993076832759809
317,65,669970042633789440
400,115,669926384437997569
858,431,669753178989142016
551,99,669684865554620416
375,146,669682095984410625
860,482,669661792646373376
1006,401,669603084620980224
1587,1017,669583744538451968
1684,1085,669571471778410496
413,133,669564461267722241
1425,792,669375718304980992
485,172,669367896104181761
390,134,669359674819481600
687,281,669353438988365824
1081,452,669328503091937280
525,223,669324657376567296
468,183,669214165781868544
698,336,669037058363662336
610,269,669006782128353280
468,254,668994913074286592
726,356,668989615043424256
578,183,668986018524233728
842,382,668979806671884288
161,25,668967877119254528
300,77,668955713004314625
338,107,668902994700836864
566,322,668872652652679168
467,150,668826086256599040
749,409,668779399630725120
962,588,668645506898350081
1145,573,668641109086707712
3024,1788,668633411083464705
341,123,668627278264475648
1551,851,668623201287675904
654,341,668614819948453888
265,62,668567822092664832
497,231,668542336805281792
496,242,668528771708952576
436,146,668496999348633600
491,162,668480044826800133
656,319,668297328638447616
535,149,668286279830867968
592,261,668268907921326080
1056,523,668248472370458624
323,115,668226093875376128
586,206,668204964695683073
